Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Loan_Type,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_160,48,Male,Salaried,171995,2,LN_160,1744814,60,10.47,Business,2537033.30069996,441059.808097121,7351.0,On-Time,2,137,Fully Recovered,3,Legal Notice,No
BRW_161,64,Male,Self-Employed,129044,3,LN_161,984339,72,12.82,Auto,612140.246903985,183162.48037496,2543.92,On-Time,0,0,Fully Recovered,2,Legal Notice,No
BRW_162,64,Male,Salaried,247549,3,LN_162,175355,48,17.18,Personal,0.0,83683.3614823579,1743.4,Delayed,1,123,Fully Recovered,1,Calls,No
BRW_163,40,Male,Self-Employed,44165,1,LN_163,77798,60,9.05,Home,40320.7638743493,15712.8343606788,261.88,On-Time,1,119,Fully Recovered,3,Calls,No
BRW_164,50,Female,Self-Employed,82203,0,LN_164,665937,36,8.25,Personal,0.0,169628.339659603,4711.9,Delayed,0,0,Partially Recovered,7,Calls,No
BRW_165,31,Female,Salaried,237821,0,LN_165,1425607,36,13.5,Personal,0.0,844803.611140446,23466.77,On-Time,0,0,Partially Recovered,1,Calls,No
BRW_166,48,Male,Salaried,19114,2,LN_166,69477,60,13.05,Home,97555.111891075,17239.9773649428,287.33,Delayed,0,0,Partially Recovered,3,Settlement Offer,No
BRW_167,45,Male,Self-Employed,211037,1,LN_167,1509058,36,9.32,Personal,0.0,237664.246671769,6601.78,Delayed,1,111,Partially Recovered,6,Legal Notice,No
BRW_168,59,Male,Salaried,51321,3,LN_168,267400,48,17.07,Personal,0.0,103122.800647711,2148.39,On-Time,0,0,Fully Recovered,2,Debt Collectors,No
BRW_169,53,Male,Salaried,88297,2,LN_169,1315636,24,15.98,Business,748134.656536122,392437.36387115,16351.56,On-Time,0,0,Fully Recovered,2,Calls,No
BRW_170,21,Male,Business Owner,111652,1,LN_170,439959,48,7.91,Home,656370.078759863,248037.739684336,5167.45,Delayed,2,151,Partially Recovered,4,Calls,No
BRW_171,47,Female,Salaried,114304,0,LN_171,1609757,72,8.11,Home,2336396.2583489,309283.217879672,4295.6,Delayed,0,0,Fully Recovered,0,Calls,No
BRW_172,33,Male,Salaried,171498,1,LN_172,1606407,72,11.66,Personal,0.0,1247525.5701565,17326.74,Delayed,1,68,Partially Recovered,10,Debt Collectors,No
BRW_173,61,Female,Salaried,32772,0,LN_173,1074374,60,15.06,Personal,0.0,983707.758088647,16395.13,Delayed,2,82,Fully Recovered,3,Calls,No
BRW_174,23,Female,Business Owner,118754,1,LN_174,455105,60,5.57,Auto,289911.40126208,350017.458359001,5833.62,On-Time,3,62,Fully Recovered,2,Debt Collectors,No
BRW_175,59,Male,Salaried,18712,2,LN_175,1385055,48,14.01,Personal,0.0,802700.777059189,16722.93,On-Time,1,22,Partially Recovered,0,Legal Notice,No
BRW_176,26,Female,Salaried,147439,0,LN_176,1447330,48,13.43,Home,1501727.35630362,1265836.32265874,26371.59,Missed,8,71,Partially Recovered,9,Legal Notice,No
BRW_177,28,Male,Salaried,130142,2,LN_177,323586,24,8.01,Personal,0.0,234737.872955981,9780.74,On-Time,1,115,Partially Recovered,10,Legal Notice,No
BRW_178,47,Male,Salaried,106736,2,LN_178,1931297,36,13.86,Home,1322784.5157374,211469.316021216,5874.15,On-Time,3,62,Fully Recovered,0,Settlement Offer,No
BRW_179,29,Male,Salaried,66924,0,LN_179,1938755,48,17.22,Personal,0.0,881515.328728099,18364.9,On-Time,1,118,Partially Recovered,9,Debt Collectors,No
BRW_180,57,Female,Salaried,18726,0,LN_180,873759,72,5.61,Auto,810983.935831625,756550.092606408,10507.64,On-Time,3,145,Fully Recovered,3,Calls,No
BRW_181,53,Female,Salaried,104152,3,LN_181,983703,36,9.16,Auto,552275.583928285,404570.456550162,11238.07,On-Time,3,156,Fully Recovered,2,Calls,No
BRW_182,62,Female,Salaried,42723,3,LN_182,384971,48,10.7,Auto,278689.972488641,50698.2385105649,1056.21,Missed,3,171,Written Off,3,Calls,No
BRW_183,64,Female,Salaried,141969,3,LN_183,1729328,48,16.69,Personal,0.0,1334283.20778049,27797.57,On-Time,0,0,Partially Recovered,9,Calls,No
BRW_184,44,Female,Salaried,249182,2,LN_184,181184,48,17.51,Auto,156411.218342738,148903.251766638,3102.15,On-Time,0,0,Fully Recovered,2,Settlement Offer,No
BRW_185,35,Female,Salaried,115494,2,LN_185,1185627,60,10.77,Home,1112885.81977423,289926.498785802,4832.11,Missed,10,97,Partially Recovered,3,Calls,No
BRW_186,52,Female,Salaried,155180,3,LN_186,200653,24,14.75,Personal,0.0,117102.384441767,4879.27,Missed,6,86,Fully Recovered,1,Settlement Offer,No
BRW_187,52,Female,Self-Employed,223786,2,LN_187,295300,48,11.91,Home,436304.645049086,80545.997021894,1678.04,On-Time,2,7,Fully Recovered,2,Debt Collectors,No
BRW_188,44,Male,Salaried,50643,2,LN_188,634010,60,11.99,Personal,0.0,473802.632616362,7896.71,On-Time,3,126,Fully Recovered,1,Legal Notice,No
BRW_189,61,Male,Salaried,177396,0,LN_189,142036,48,8.62,Personal,0.0,48916.5464064304,1019.09,Delayed,3,83,Written Off,10,Calls,Yes
BRW_190,32,Female,Salaried,118896,0,LN_190,1851498,36,7.82,Auto,2421510.6272526,712074.300296185,19779.84,Delayed,3,46,Fully Recovered,0,Legal Notice,No
BRW_191,59,Male,Self-Employed,229432,2,LN_191,197595,60,8.74,Personal,0.0,170025.314242514,2833.76,Delayed,0,0,Partially Recovered,10,Debt Collectors,No
BRW_192,22,Male,Self-Employed,154999,3,LN_192,903392,60,12.23,Home,1117866.24441186,477614.42216441,7960.24,Delayed,0,0,Fully Recovered,0,Debt Collectors,No
BRW_193,23,Female,Salaried,108680,1,LN_193,1871573,12,5.38,Personal,0.0,1315302.2127769,109608.52,Delayed,0,0,Partially Recovered,4,Calls,No
BRW_194,57,Male,Salaried,111546,3,LN_194,331696,60,16.79,Auto,343982.455934654,153288.578289196,2554.81,On-Time,3,124,Fully Recovered,3,Debt Collectors,No
BRW_195,37,Male,Business Owner,168515,1,LN_195,1615188,60,7.03,Business,2164348.30295501,594722.189691361,9912.04,Delayed,2,54,Partially Recovered,0,Legal Notice,No
BRW_196,22,Female,Salaried,94973,3,LN_196,1240456,48,7.86,Auto,1041143.04742614,822335.81162992,17132.0,On-Time,0,0,Fully Recovered,2,Calls,No
BRW_197,22,Female,Salaried,78449,0,LN_197,285419,72,11.74,Personal,0.0,68321.2645424028,948.91,Delayed,1,90,Partially Recovered,2,Settlement Offer,No
BRW_198,48,Male,Salaried,124834,2,LN_198,1040029,60,14.23,Personal,0.0,453140.481386292,7552.34,Delayed,1,66,Written Off,1,Calls,No
BRW_199,43,Female,Salaried,222815,2,LN_199,204692,60,6.24,Home,247451.977191796,58978.5883309393,982.98,On-Time,1,87,Partially Recovered,4,Legal Notice,No
BRW_200,57,Female,Business Owner,206305,0,LN_200,313031,60,9.13,Personal,0.0,227327.954866786,3788.8,On-Time,3,71,Fully Recovered,2,Calls,No
BRW_201,52,Male,Self-Employed,40537,1,LN_201,343946,24,17.59,Personal,0.0,326675.767802411,13611.49,On-Time,1,152,Written Off,6,Calls,Yes
BRW_202,53,Male,Salaried,247365,1,LN_202,1707888,24,8.41,Home,2551215.72614068,1700987.91252841,70874.5,On-Time,3,179,Fully Recovered,1,Legal Notice,No
BRW_203,21,Female,Salaried,92576,1,LN_203,538765,48,9.07,Home,438893.544122472,272210.547199807,5671.05,Delayed,1,70,Partially Recovered,3,Calls,No
BRW_204,39,Male,Business Owner,122522,0,LN_204,1868673,36,15.87,Business,2193854.86896423,611574.348713793,16988.18,On-Time,2,142,Partially Recovered,2,Calls,No
BRW_205,22,Male,Self-Employed,37612,1,LN_205,692927,36,5.65,Personal,0.0,345456.284419069,9596.01,Delayed,3,2,Fully Recovered,2,Legal Notice,No
BRW_206,64,Male,Self-Employed,240049,0,LN_206,1704802,72,11.04,Personal,0.0,1470464.12617894,20423.11,On-Time,1,132,Fully Recovered,2,Debt Collectors,No
BRW_207,46,Male,Business Owner,21471,3,LN_207,1316389,60,9.94,Personal,0.0,375704.148265097,6261.74,Delayed,0,0,Fully Recovered,1,Legal Notice,No
BRW_208,52,Male,Business Owner,181703,3,LN_208,1874964,48,9.12,Business,2520541.97495061,1794126.9642652,37377.65,Delayed,3,48,Fully Recovered,2,Calls,No
BRW_209,26,Male,Self-Employed,238131,0,LN_209,1483466,72,8.71,Auto,2100302.41244289,604778.220118326,8399.7,Delayed,0,0,Partially Recovered,7,Settlement Offer,No
BRW_210,52,Male,Salaried,46348,2,LN_210,1911057,60,6.19,Auto,2327538.79454992,1886639.98561631,31444.0,On-Time,0,0,Fully Recovered,2,Settlement Offer,No
BRW_211,24,Male,Salaried,210804,3,LN_211,1438509,36,9.09,Business,1127227.05030686,1229562.68897783,34154.52,Missed,10,21,Fully Recovered,2,Legal Notice,No
BRW_212,31,Female,Self-Employed,16177,1,LN_212,1707390,24,5.56,Home,1410785.8827673,1413229.71986812,58884.57,On-Time,0,0,Fully Recovered,0,Settlement Offer,No
BRW_213,37,Male,Salaried,150832,0,LN_213,451062,48,15.15,Home,234894.1594859,174161.446165372,3628.36,On-Time,0,0,Fully Recovered,3,Calls,No
BRW_214,58,Female,Self-Employed,47779,1,LN_214,533779,60,10.18,Personal,0.0,57594.4822747185,959.91,On-Time,1,61,Fully Recovered,0,Calls,No
BRW_215,44,Male,Salaried,36636,1,LN_215,547952,36,10.77,Home,690904.993237059,243246.642491316,6756.85,On-Time,1,104,Partially Recovered,2,Legal Notice,No
BRW_216,25,Female,Salaried,96889,2,LN_216,620508,60,16.62,Home,336774.267478289,230598.415515593,3843.31,Missed,6,125,Fully Recovered,1,Calls,No
BRW_217,54,Male,Salaried,68551,1,LN_217,882595,12,13.55,Home,1204435.34491061,117965.257074867,9830.44,On-Time,3,142,Partially Recovered,10,Debt Collectors,No
BRW_218,26,Female,Salaried,157628,2,LN_218,446981,60,5.1,Business,276529.540118444,247997.900946449,4133.3,Delayed,3,61,Fully Recovered,3,Calls,No
BRW_219,42,Female,Business Owner,173670,3,LN_219,429270,60,17.26,Business,288416.430364588,198635.325894906,3310.59,Delayed,1,176,Fully Recovered,2,Legal Notice,No
BRW_220,31,Male,Self-Employed,157635,0,LN_220,1966494,60,8.08,Auto,1920333.44573277,1319715.73782741,21995.26,On-Time,3,121,Partially Recovered,1,Debt Collectors,No
BRW_221,36,Female,Self-Employed,61819,1,LN_221,1173853,72,6.4,Auto,1453089.63898707,773648.585079842,10745.12,Delayed,0,0,Fully Recovered,3,Debt Collectors,No
BRW_222,53,Male,Self-Employed,88770,0,LN_222,1055782,60,14.99,Home,674647.026209493,220312.112266242,3671.87,On-Time,1,165,Fully Recovered,0,Settlement Offer,No
BRW_223,29,Male,Salaried,237127,1,LN_223,1618146,72,11.51,Personal,0.0,1584600.20154235,22008.34,On-Time,3,125,Fully Recovered,2,Calls,No
BRW_224,26,Male,Salaried,173038,0,LN_224,533455,72,10.64,Personal,0.0,143093.055123418,1987.4,On-Time,0,0,Fully Recovered,0,Legal Notice,No
BRW_225,36,Male,Salaried,227781,1,LN_225,1989253,60,8.24,Home,1870039.20628926,996111.720626737,16601.86,Missed,6,114,Fully Recovered,3,Settlement Offer,No
BRW_226,49,Male,Salaried,205961,1,LN_226,172332,60,12.12,Auto,169376.725821642,92939.6452455202,1548.99,Missed,4,4,Fully Recovered,2,Settlement Offer,No
BRW_227,23,Male,Salaried,173059,1,LN_227,1332807,12,8.57,Personal,0.0,1108570.9088099,92380.91,On-Time,3,23,Fully Recovered,2,Calls,No
BRW_228,40,Female,Salaried,93714,1,LN_228,597219,48,16.72,Business,425390.518631674,113057.520135044,2355.37,On-Time,2,75,Fully Recovered,3,Calls,No
BRW_229,56,Male,Salaried,204420,1,LN_229,139116,48,7.8,Personal,0.0,67579.7497917367,1407.91,Delayed,3,56,Fully Recovered,2,Legal Notice,No
BRW_230,39,Male,Business Owner,39596,1,LN_230,301671,36,16.5,Personal,0.0,200807.890377593,5578.0,On-Time,3,103,Fully Recovered,0,Settlement Offer,No
BRW_231,46,Male,Self-Employed,179246,1,LN_231,1940641,36,12.27,Home,1194577.82367988,569849.938633716,15829.16,Delayed,1,177,Fully Recovered,1,Legal Notice,No
BRW_232,23,Male,Salaried,79106,1,LN_232,1572494,72,15.77,Personal,0.0,1045269.95540203,14517.64,On-Time,1,62,Fully Recovered,3,Settlement Offer,No
BRW_233,39,Male,Self-Employed,216039,1,LN_233,1674777,72,14.27,Personal,0.0,1559717.06307321,21662.74,On-Time,2,78,Written Off,0,Settlement Offer,Yes
BRW_234,40,Female,Self-Employed,74182,0,LN_234,824504,60,14.06,Personal,0.0,822662.320301956,13711.04,Delayed,1,169,Fully Recovered,2,Settlement Offer,No
BRW_235,52,Male,Salaried,239372,2,LN_235,1717640,36,9.22,Auto,2295490.03415705,221929.340784863,6164.7,On-Time,0,0,Partially Recovered,9,Calls,No
BRW_236,27,Male,Self-Employed,102163,1,LN_236,1124567,12,8.04,Home,1127339.78835676,350897.972365189,29241.5,Missed,9,148,Fully Recovered,1,Settlement Offer,No
BRW_237,61,Male,Self-Employed,54310,2,LN_237,564265,12,7.74,Home,290247.328122598,214012.400222982,17834.37,Missed,11,94,Written Off,10,Settlement Offer,Yes
BRW_238,53,Male,Salaried,71088,1,LN_238,1808781,36,16.14,Home,2356807.82116318,830616.636380052,23072.68,On-Time,0,0,Fully Recovered,0,Settlement Offer,No
BRW_239,60,Female,Salaried,143803,1,LN_239,678380,12,15.67,Personal,0.0,215746.169506119,17978.85,On-Time,2,121,Written Off,10,Debt Collectors,Yes
BRW_240,59,Male,Salaried,154978,0,LN_240,279577,12,10.73,Business,413995.889736393,79159.2067484115,6596.6,Missed,0,0,Partially Recovered,7,Calls,No
BRW_241,38,Male,Salaried,51914,3,LN_241,760672,72,6.72,Personal,0.0,729559.342377464,10132.77,Missed,0,0,Fully Recovered,2,Debt Collectors,No
BRW_242,60,Female,Salaried,125350,3,LN_242,453777,60,9.97,Business,501843.871176491,420501.279606358,7008.35,On-Time,3,141,Partially Recovered,10,Calls,No
BRW_243,21,Male,Self-Employed,60379,0,LN_243,1859977,36,13.05,Home,1866874.51468347,264662.173934448,7351.73,Delayed,1,135,Fully Recovered,3,Legal Notice,No
BRW_244,31,Female,Salaried,224684,2,LN_244,145556,24,10.91,Business,200636.699361372,58940.2413554438,2455.84,On-Time,0,0,Fully Recovered,0,Debt Collectors,No
BRW_245,48,Male,Salaried,183722,3,LN_245,1947883,48,15.14,Personal,0.0,905052.08216628,18855.25,On-Time,0,0,Partially Recovered,2,Legal Notice,No
BRW_246,45,Female,Business Owner,192953,0,LN_246,1255565,12,17.97,Home,1823729.24304034,395644.955796061,32970.41,Delayed,1,88,Written Off,0,Settlement Offer,No
BRW_247,43,Male,Self-Employed,61413,0,LN_247,1422840,72,7.48,Personal,0.0,947590.96147559,13160.99,On-Time,0,0,Fully Recovered,0,Legal Notice,No
BRW_248,51,Female,Salaried,152084,3,LN_248,445204,36,10.98,Personal,0.0,301110.462936102,8364.18,Missed,9,108,Fully Recovered,2,Legal Notice,No
BRW_249,50,Male,Salaried,196187,2,LN_249,1605537,36,10.6,Home,2014205.43634729,1389518.10651421,38597.73,On-Time,0,0,Partially Recovered,7,Legal Notice,No
BRW_250,62,Male,Salaried,22151,0,LN_250,1995049,36,8.96,Personal,0.0,1529768.34372039,42493.57,Delayed,1,140,Partially Recovered,1,Legal Notice,No
BRW_251,55,Male,Self-Employed,72716,1,LN_251,702755,12,7.58,Home,664421.773635419,413442.006552764,34453.5,On-Time,3,84,Partially Recovered,1,Calls,No
BRW_252,27,Female,Salaried,108747,2,LN_252,1619192,48,5.85,Personal,0.0,1114373.42242559,23216.11,On-Time,0,0,Partially Recovered,3,Debt Collectors,No
BRW_253,36,Female,Salaried,238725,2,LN_253,1506048,60,16.53,Personal,0.0,521981.030818769,8699.68,Delayed,1,90,Fully Recovered,1,Calls,No
BRW_254,46,Female,Business Owner,182450,3,LN_254,1479210,60,10.46,Auto,1615624.81610506,937450.182085454,15624.17,On-Time,0,0,Written Off,6,Calls,No
BRW_255,22,Male,Salaried,188724,3,LN_255,793088,24,11.46,Home,952447.426771395,428509.038513594,17854.54,On-Time,0,0,Fully Recovered,3,Calls,No
BRW_256,21,Female,Self-Employed,218502,1,LN_256,700443,48,16.92,Home,486299.062893215,154104.478848432,3210.51,On-Time,3,179,Fully Recovered,2,Legal Notice,No
BRW_257,32,Male,Business Owner,159539,0,LN_257,1388950,48,15.09,Home,1315614.87369702,442088.685663926,9210.18,On-Time,2,116,Fully Recovered,3,Calls,No
BRW_258,25,Male,Salaried,177082,3,LN_258,548682,72,6.7,Auto,729648.991167609,198910.451335939,2762.65,Delayed,2,69,Fully Recovered,1,Debt Collectors,No
BRW_259,57,Male,Self-Employed,136999,3,LN_259,109778,36,12.35,Personal,0.0,102299.770086706,2841.66,On-Time,1,78,Fully Recovered,3,Calls,No
BRW_260,52,Female,Salaried,129793,2,LN_260,1144409,36,10.75,Home,1321478.08134975,351731.78923367,9770.33,On-Time,2,64,Partially Recovered,10,Settlement Offer,No
BRW_261,29,Male,Business Owner,200763,3,LN_261,859057,48,15.36,Business,782776.232366814,309534.9994821,6448.65,On-Time,1,59,Fully Recovered,0,Legal Notice,No
BRW_262,61,Male,Salaried,210229,3,LN_262,606376,48,14.42,Auto,705435.119925686,262208.331988399,5462.67,On-Time,2,30,Fully Recovered,3,Settlement Offer,No
BRW_263,55,Female,Self-Employed,123177,3,LN_263,1833586,48,13.98,Home,1133563.95966229,1278685.05383065,26639.27,On-Time,3,49,Partially Recovered,9,Debt Collectors,No
BRW_264,39,Male,Salaried,27289,3,LN_264,1464657,36,9.43,Home,1320384.78579712,302326.520282761,8397.96,On-Time,1,80,Fully Recovered,3,Debt Collectors,No
BRW_265,36,Male,Self-Employed,191048,2,LN_265,1563083,48,15.46,Auto,2021267.23450491,1498294.29012237,31214.46,On-Time,2,30,Fully Recovered,2,Debt Collectors,No
BRW_266,23,Male,Self-Employed,189668,1,LN_266,1294951,72,5.68,Home,933023.57441139,1138280.18532964,15809.45,Delayed,3,137,Fully Recovered,0,Debt Collectors,No
BRW_267,40,Male,Salaried,169243,1,LN_267,126361,48,7.08,Personal,0.0,78279.9401813356,1630.83,Delayed,2,176,Written Off,5,Calls,Yes
BRW_268,44,Male,Self-Employed,246513,0,LN_268,1448949,72,9.36,Personal,0.0,1023876.74457077,14220.51,On-Time,0,0,Fully Recovered,1,Legal Notice,No
BRW_269,53,Male,Salaried,101365,3,LN_269,1233765,48,6.0,Auto,846315.299371578,141876.095674158,2955.75,On-Time,0,0,Fully Recovered,3,Debt Collectors,No
BRW_270,44,Female,Salaried,245662,2,LN_270,1713129,72,8.05,Personal,0.0,693903.411643121,9637.55,On-Time,3,47,Fully Recovered,3,Settlement Offer,No
BRW_271,31,Male,Salaried,129014,0,LN_271,572154,60,15.79,Auto,830091.699545826,466931.56525248,7782.19,On-Time,0,0,Fully Recovered,1,Debt Collectors,No
BRW_272,28,Male,Salaried,190211,0,LN_272,672006,36,17.33,Personal,0.0,114062.720957693,3168.41,On-Time,0,0,Fully Recovered,2,Legal Notice,No
BRW_273,56,Female,Salaried,194785,1,LN_273,1421430,72,8.96,Home,1009069.78762276,503303.41802593,6990.33,On-Time,1,49,Fully Recovered,0,Settlement Offer,No
BRW_274,58,Male,Business Owner,175806,2,LN_274,1061930,24,8.44,Personal,0.0,665582.83482175,27732.62,On-Time,2,55,Fully Recovered,2,Settlement Offer,No
BRW_275,60,Male,Salaried,87588,2,LN_275,1717740,72,8.64,Personal,0.0,568179.822779622,7891.39,On-Time,1,123,Written Off,8,Settlement Offer,Yes
BRW_276,40,Male,Self-Employed,78646,2,LN_276,1034558,48,8.61,Business,787214.403925719,973084.746477505,20272.6,On-Time,2,70,Fully Recovered,2,Calls,No
BRW_277,55,Male,Salaried,18654,1,LN_277,1129525,12,5.47,Auto,1659967.94339092,246183.099963295,20515.26,On-Time,0,0,Fully Recovered,0,Debt Collectors,No
BRW_278,45,Male,Self-Employed,235094,1,LN_278,1835818,48,17.05,Home,2266700.2180468,1501065.62381099,31272.2,On-Time,1,150,Fully Recovered,3,Calls,No
BRW_279,55,Female,Business Owner,33743,1,LN_279,904568,72,7.78,Home,1085116.63668403,503983.519106356,6999.77,On-Time,2,134,Fully Recovered,2,Settlement Offer,No
BRW_280,45,Female,Salaried,63368,1,LN_280,1210117,12,10.46,Home,1637199.21685095,938200.924698626,78183.41,On-Time,2,152,Partially Recovered,3,Calls,No
BRW_281,49,Male,Self-Employed,236097,1,LN_281,1818555,48,5.13,Home,1119908.14531713,690403.122489682,14383.4,On-Time,1,72,Fully Recovered,0,Calls,No
BRW_282,38,Male,Salaried,220244,3,LN_282,111842,60,16.15,Home,134876.557411581,62971.5914916047,1049.53,On-Time,3,25,Fully Recovered,3,Calls,No
BRW_283,38,Male,Self-Employed,152513,3,LN_283,538019,60,14.51,Personal,0.0,468696.228220442,7811.6,On-Time,2,49,Partially Recovered,1,Debt Collectors,No
BRW_284,22,Female,Salaried,134735,2,LN_284,1331506,36,17.31,Home,1336417.40545221,692636.491225908,19239.9,On-Time,0,0,Fully Recovered,1,Settlement Offer,No
BRW_285,55,Male,Business Owner,170683,0,LN_285,339134,24,15.16,Auto,450760.17324212095,143707.31208417,5987.8,On-Time,2,75,Fully Recovered,0,Settlement Offer,No
BRW_286,36,Male,Salaried,134891,2,LN_286,721553,12,9.08,Business,727427.681528027,420333.374675138,35027.78,On-Time,0,0,Fully Recovered,0,Debt Collectors,No
BRW_287,61,Male,Salaried,122971,0,LN_287,1390829,48,8.22,Personal,0.0,1037038.92839854,21604.98,On-Time,1,58,Fully Recovered,2,Calls,No
BRW_288,56,Male,Self-Employed,27149,1,LN_288,180356,48,14.07,Auto,202042.249690524,90034.9796666552,1875.73,Delayed,2,92,Fully Recovered,1,Calls,No
BRW_289,53,Female,Salaried,115102,0,LN_289,818917,72,9.73,Home,800689.648924729,773867.784267326,10748.16,On-Time,0,0,Fully Recovered,1,Legal Notice,No
BRW_290,24,Male,Salaried,74189,2,LN_290,787090,12,12.36,Home,769899.107141569,287643.017780938,23970.25,On-Time,0,0,Fully Recovered,1,Legal Notice,No
BRW_291,53,Female,Salaried,167747,2,LN_291,964565,60,5.08,Personal,0.0,509210.497956066,8486.84,Delayed,1,45,Partially Recovered,1,Legal Notice,No
BRW_292,34,Male,Salaried,86031,0,LN_292,1788446,12,5.8,Home,2267695.83538477,1397196.42017471,116433.04,On-Time,2,77,Fully Recovered,1,Debt Collectors,No
BRW_293,41,Female,Salaried,57668,3,LN_293,837738,24,11.96,Personal,0.0,603346.431698762,25139.43,On-Time,2,3,Fully Recovered,1,Settlement Offer,No
BRW_294,40,Male,Salaried,159745,1,LN_294,1102425,48,12.36,Personal,0.0,967132.038489885,20148.58,Delayed,1,136,Fully Recovered,1,Legal Notice,No
BRW_295,28,Male,Salaried,222738,1,LN_295,62360,48,14.77,Auto,70377.4007443646,62180.9184565466,1295.44,Delayed,2,32,Fully Recovered,2,Settlement Offer,No
BRW_296,27,Female,Salaried,103204,2,LN_296,423216,60,6.72,Auto,479615.119132328,204909.547031408,3415.16,On-Time,1,70,Fully Recovered,1,Settlement Offer,No
BRW_297,23,Female,Self-Employed,226830,3,LN_297,827567,72,11.67,Home,786422.424297004,165543.020116672,2299.21,On-Time,2,11,Written Off,9,Settlement Offer,Yes
BRW_298,37,Female,Salaried,211501,0,LN_298,669055,48,7.53,Business,689868.964072105,85220.4074205775,1775.43,On-Time,3,13,Partially Recovered,0,Debt Collectors,No
BRW_299,53,Male,Salaried,169741,1,LN_299,311445,72,6.21,Personal,0.0,234888.460229431,3262.34,On-Time,2,141,Written Off,4,Debt Collectors,Yes
BRW_300,32,Female,Salaried,180140,3,LN_300,1799736,72,10.34,Personal,0.0,1595668.08187182,22162.06,On-Time,0,0,Partially Recovered,2,Debt Collectors,No
BRW_301,42,Male,Salaried,234861,1,LN_301,1620234,48,7.12,Home,2018354.11718565,483868.832377562,10080.6,On-Time,0,0,Fully Recovered,1,Debt Collectors,No
BRW_302,42,Female,Self-Employed,155507,3,LN_302,480179,60,7.88,Personal,0.0,116492.978044831,1941.55,On-Time,3,74,Fully Recovered,2,Legal Notice,No
BRW_303,50,Male,Salaried,240160,3,LN_303,104330,48,9.13,Personal,0.0,16273.8714789878,339.04,Missed,4,178,Fully Recovered,1,Calls,No
BRW_304,58,Female,Salaried,198321,2,LN_304,101707,12,8.37,Personal,0.0,85477.8814531827,7123.16,Missed,0,0,Fully Recovered,0,Calls,No
BRW_305,58,Female,Self-Employed,52384,1,LN_305,330833,60,6.14,Personal,0.0,125797.179188435,2096.62,On-Time,0,0,Written Off,10,Calls,No
BRW_306,28,Female,Self-Employed,96929,0,LN_306,1651948,12,6.17,Auto,2190385.4494451,762418.940740655,63534.91,Delayed,2,32,Fully Recovered,0,Legal Notice,No
BRW_307,47,Male,Salaried,142959,2,LN_307,1138963,48,7.51,Personal,0.0,629248.779837633,13109.35,On-Time,1,163,Partially Recovered,2,Calls,No
BRW_308,47,Male,Self-Employed,91153,2,LN_308,1959824,60,5.66,Home,2345049.75339555,1676644.93575335,27944.08,Delayed,2,125,Fully Recovered,0,Legal Notice,No
BRW_309,54,Female,Business Owner,90388,0,LN_309,1625506,12,13.14,Personal,0.0,1114690.57598277,92890.88,On-Time,1,26,Partially Recovered,5,Legal Notice,No
BRW_310,41,Male,Salaried,46401,2,LN_310,1927145,24,8.74,Home,2744395.14008901,1259501.3534966,52479.22,On-Time,3,3,Written Off,3,Legal Notice,Yes
BRW_311,50,Female,Self-Employed,217903,3,LN_311,1571624,72,8.64,Personal,0.0,405643.839578997,5633.94,On-Time,3,146,Partially Recovered,9,Calls,No
BRW_312,53,Female,Self-Employed,134503,3,LN_312,236633,48,9.32,Auto,312432.249950537,132957.197280475,2769.94,On-Time,0,0,Partially Recovered,5,Settlement Offer,No
BRW_313,48,Male,Salaried,247601,1,LN_313,1947268,24,13.62,Home,2067733.3782548,1448461.5063035,60352.56,On-Time,0,0,Fully Recovered,0,Calls,No
BRW_314,53,Female,Salaried,142834,1,LN_314,1769374,60,16.32,Personal,0.0,1726793.65148607,28779.89,Delayed,0,0,Partially Recovered,2,Calls,No
BRW_315,25,Male,Salaried,49084,0,LN_315,884874,48,14.87,Home,1036546.77712455,248884.68581297,5185.1,Delayed,1,72,Written Off,4,Debt Collectors,Yes
BRW_316,39,Female,Self-Employed,125641,1,LN_316,939493,48,14.46,Personal,0.0,102018.622062869,2125.39,On-Time,0,0,Partially Recovered,0,Legal Notice,No
BRW_317,24,Female,Business Owner,120111,3,LN_317,446210,72,11.3,Home,636433.016245007,74861.2274173759,1039.74,On-Time,2,120,Partially Recovered,2,Settlement Offer,No
BRW_318,55,Male,Self-Employed,201898,0,LN_318,828799,60,14.02,Personal,0.0,363235.43256132305,6053.92,On-Time,1,122,Partially Recovered,6,Debt Collectors,No
BRW_319,37,Male,Salaried,182523,0,LN_319,1486564,36,12.19,Business,1663714.92452214,1246469.32035868,34624.15,Delayed,3,112,Partially Recovered,8,Settlement Offer,No
BRW_320,64,Female,Self-Employed,153299,1,LN_320,1460295,60,7.81,Personal,0.0,155416.091666183,2590.27,Missed,2,87,Fully Recovered,0,Settlement Offer,No
BRW_321,48,Male,Salaried,177982,3,LN_321,838245,72,7.71,Home,1110512.80010935,428391.422250232,5949.88,Missed,0,0,Partially Recovered,1,Legal Notice,No
